Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,
3459,13.91,31.37%,0.0049,0.046777522
3460,18.95,23.06%,0.0087,0.126847131
3461,3.54,33.64%,0.0022,0.005168117
3462,1.16,22.95%,0.0042,0.003753876
3463,0.16,8.70%,0.0001,0.000014608
3464,18.88,22.40%,0.0051,0.074719488
3465,3.12,30.06%,0.007,0.015274896
3466,8.59,28.92%,0.0021,0.012822121
3467,17.71,20.40%,0.004,0.05638864
3468,6.75,39.10%,0.008,0.032886
3469,22.05,8.60%,0.0033,0.06650721
3470,11.32,15.09%,0.004,0.038447248
3471,13.64,9.69%,0.0054,0.066518734
3472,10.24,35.66%,0.0064,0.042165862
3473,19.46,33.06%,0.0082,0.106817497
3474,24.46,29.52%,0.007,0.120675856
3475,22.99,39.32%,0.0075,0.10462749
3476,22.79,25.15%,0.0048,0.081879912
3477,24.11,33.27%,0.0086,0.138361986
3478,22.17,16.68%,0.0098,0.181026031
3479,5.58,22.03%,0.0016,0.006961162
3480,2.7,2.99%,0.001,0.00261927
3481,9.94,23.72%,0.0014,0.010615125
3482,2.37,26.65%,0.0025,0.004345988
3483,1.74,20.41%,0.0022,0.003046705
3484,15.24,35.13%,0.0096,0.094907405
3485,2.03,21.01%,0.0085,0.013629725
3486,11.87,35.19%,0.0079,0.060774281
3487,17.03,33.75%,0.0043,0.048514213
3488,6.04,39.63%,0.004,0.014585392
3489,7.22,15.15%,0.0052,0.031856084
3490,11.69,34.57%,0.0025,0.019121918
3491,14.56,18.77%,0.0073,0.086337742
3492,18.83,1.38%,0.0005,0.009285073
3493,8.98,17.89%,0.0006,0.004424087
3494,0.76,27.00%,0.0021,0.00116508
3495,2.42,12.52%,0.0038,0.008044661
3496,18.82,14.93%,0.0096,0.15369767
3497,15.85,15.45%,0.0033,0.044223878
3498,14.66,1.28%,0.0033,0.047758762
3499,5.6,4.82%,0.0016,0.008528128
3500,17,19.87%,0.0036,0.04903956
3501,15.17,31.20%,0.0069,0.072015024
3502,17.75,0.37%,0.0051,0.090190058
3503,0.56,19.70%,0.0033,0.001483944
3504,13.53,30.89%,0.0058,0.054233381
3505,23.07,1.32%,0.0018,0.040977857
3506,3.5,33.64%,0.0061,0.01416786
3507,13.29,27.13%,0.0005,0.004842212
3508,24.81,23.28%,0.0078,0.14846701
3509,11.21,28.25%,0.0014,0.011260445
3510,7.92,13.35%,0.0019,0.013039092
3511,2.22,30.55%,0.0021,0.003237759
3512,6.35,5.69%,0.0017,0.010180765
3513,10.67,13.63%,0.0015,0.013823519
3514,13.63,0.36%,0.0088,0.119512202
3515,21.44,25.68%,0.0093,0.148188134
3516,24.5,20.66%,0.0025,0.04859575
3517,9.28,5.74%,0.001,0.008747328
3518,17.09,20.98%,0.0035,0.047265813
3519,4.35,17.91%,0.0068,0.024282222
3520,12.78,7.56%,0.0086,0.101598955
3521,18.42,8.47%,0.0095,0.160168347
3522,15.38,20.38%,0.0087,0.106536337
3523,3.97,1.07%,0.0096,0.037704202
3524,9.42,36.80%,0.0002,0.001190688
3525,13.87,30.31%,0.0043,0.041563813
3526,11.39,10.07%,0.009,0.092187243
3527,10.49,0.89%,0.0083,0.086292104
3528,15.55,18.57%,0.0068,0.086104082
3529,3.92,36.58%,0.0021,0.005220734
3530,6.06,15.58%,0.0096,0.049112179
3531,5.26,9.21%,0.0071,0.033906433
3532,7.58,25.51%,0.0062,0.03500732
3533,22.12,32.91%,0.0082,0.121690526
3534,23.39,28.25%,0.0076,0.12754567
3535,17.91,6.99%,0.0029,0.048308464
3536,2.52,7.86%,0.0026,0.006037013
3537,5.95,6.62%,0.003,0.01666833
3538,14.56,37.68%,0.0001,0.000907379
3539,12.32,29.91%,0.0059,0.050947019
3540,22.15,18.25%,0.0068,0.12313185
3541,12.4,10.76%,0.0044,0.048689344
3542,5.49,27.83%,0.0014,0.005546986
3543,21.29,31.32%,0.0014,0.020470761
3544,11.87,6.02%,0.0066,0.073625812
3545,20.83,16.24%,0.0063,0.10991741
3546,13.29,32.31%,0.0085,0.076466009
3547,1.04,27.43%,0.0093,0.00701897
3548,13.09,34.02%,0.008,0.069094256
3549,18.16,2.67%,0.0058,0.102515742
3550,11.82,34.33%,0.0061,0.047349383
3551,0.39,19.71%,0.0053,0.001659594
3552,8.62,19.85%,0.0023,0.015890539
3553,3.29,36.71%,0.0008,0.001665793
3554,17.85,14.55%,0.0069,0.105244493
3555,3.87,34.80%,0.0043,0.010849932
3556,16.91,4.50%,0.0048,0.07751544
3557,7.9,18.03%,0.0042,0.027197646
3558,15.63,13.33%,0.0031,0.041994215
3559,0.04,11.40%,0.0029,0.000102776
3560,11.1,24.94%,0.0086,0.071652276
3561,8.39,26.86%,0.0038,0.023318495
3562,24.34,37.97%,0.0094,0.141922159
3563,19.2,27.63%,0.0049,0.068085696
3564,12.05,9.23%,0.0015,0.016406678
3565,6.72,34.88%,0.0074,0.032382874
3566,0.3,23.32%,0.0053,0.001219212
3567,7.29,6.83%,0.0057,0.03871493
3568,23.66,7.29%,0.0093,0.20399723
3569,3.67,39.59%,0.0083,0.01840149
3570,4.4,14.33%,0.0034,0.012816232
3571,15.83,34.25%,0.0096,0.09991896
3572,21.93,16.87%,0.0044,0.0802138
3573,12.4,15.31%,0.0052,0.054608112
3574,16.38,18.16%,0.0098,0.131372842
3575,4.15,39.62%,0.003,0.00751731
3576,9.46,32.57%,0.0017,0.010844093
3577,4.12,28.63%,0.0051,0.014996264
3578,5.64,2.48%,0.0057,0.03135073
3579,11.59,11.68%,0.0014,0.014330803
3580,19,9.55%,0.0087,0.14951385
3581,20.73,37.88%,0.0085,0.109458546
3582,16.63,9.35%,0.0005,0.007537548
3583,11.03,7.38%,0,0
3584,15.79,2.27%,0.0062,0.095675715
3585,16.94,0.11%,0.0022,0.037227005
3586,15.46,25.56%,0.0063,0.072503071
3587,2.9,11.25%,0.0031,0.007978625
3588,17.5,6.02%,0.0006,0.0098679
3589,9.09,25.25%,0.003,0.020384325
3590,11.57,11.18%,0.0041,0.042133543
3591,7.29,7.23%,0.0063,0.042606478
3592,18.87,23.44%,0.0016,0.023114995
3593,9.46,1.74%,0.0097,0.090165341
3594,10.81,36.54%,0.0062,0.042532161
3595,1.25,2.24%,0.0005,0.000611
3596,22.59,2.26%,0.0013,0.028703306
3597,14.41,26.33%,0.0037,0.039278634
3598,9.97,7.73%,0.0019,0.017478706
3599,24.39,2.84%,0.0043,0.101898493
3600,7.21,10.56%,0.0056,0.036112294
3601,17.15,7.46%,0.001,0.01587061
3602,9.77,22.38%,0.0095,0.072043003
3603,12.26,39.56%,0.0012,0.008891933
3604,3.9,34.89%,0.004,0.01015716
3605,0.45,30.43%,0.0073,0.002285375
3606,4.94,30.86%,0.0056,0.01912689
3607,5.15,17.82%,0.007,0.02962589
3608,6.72,21.63%,0.0074,0.038971834
3609,3.09,9.62%,0.0013,0.003630565
3610,4.64,28.14%,0.0019,0.006335178
3611,2.99,39.49%,0.0001,0.000180925
3612,24.02,13.08%,0.0001,0.002087818
3613,12.58,8.74%,0.0041,0.047070083
3614,17.36,11.16%,0.0031,0.047810134
3615,4.33,32.81%,0.0036,0.010473577
3616,15.94,7.74%,0.001,0.014706244
3617,0.15,32.22%,0.0049,0.000498183
3618,5.92,12.39%,0.003,0.015559536
3619,7.41,0.51%,0.0098,0.072247648
3620,20.44,37.43%,0.0013,0.0166261
3621,2.45,30.80%,0.0026,0.00440804
3622,24.53,30.19%,0.0033,0.056510497
3623,7.49,36.93%,0.0005,0.002361972
3624,5.44,31.42%,0.0063,0.023503738
3625,0.54,28.18%,0.0043,0.00166766
3626,22.97,37.62%,0.0084,0.120360962
3627,7.7,37.98%,0.0022,0.010506188
3628,23.77,32.83%,0.0065,0.103781009
3629,1.21,1.75%,0.0081,0.009629483
3630,6.03,8.01%,0.0081,0.044930676
3631,14.45,16.39%,0.0016,0.019330632
3632,6.54,4.03%,0.0058,0.03640334
3633,14.23,12.81%,0.008,0.099257096
3634,6.12,34.37%,0.0037,0.014861257
3635,21.93,16.38%,0.0029,0.053179811
3636,8.55,13.01%,0.0018,0.013387761
3637,12.13,10.39%,0.0094,0.102175114
3638,7.78,16.43%,0.0057,0.037059952
3639,18.29,23.81%,0.0026,0.036231393
3640,11.06,9.16%,0.0091,0.091426826
3641,22.57,20.55%,0.0054,0.096832071
3642,19.34,26.94%,0.0088,0.124342275
3643,19.12,25.18%,0.0095,0.135903048
3644,4.99,23.05%,0.0072,0.027646596
3645,15.64,32.55%,0.0031,0.032702458
3646,20.78,8.48%,0.0038,0.072267853
3647,18.41,15.76%,0.0081,0.12561953
3648,8.73,11.84%,0.0044,0.033864019
3649,3.55,17.33%,0.0065,0.019076103
3650,6.34,37.05%,0.0031,0.012372193
3651,2.44,25.03%,0.0065,0.011890242
3652,23.79,27.00%,0.0079,0.13719693
3653,3.89,39.07%,0.0077,0.018250363
3654,24.79,33.76%,0.0082,0.134651347
3655,1.82,39.00%,0.0063,0.00699426
3656,23.43,26.59%,0.005,0.085999815
3657,11.05,38.46%,0.0057,0.038760969
3658,7.84,10.84%,0.0063,0.044037907
3659,24.51,19.62%,0.0088,0.173370014
3660,4.3,27.46%,0.0052,0.016219944
3661,14.52,38.56%,0.0047,0.041929114
3662,4.59,3.15%,0.0055,0.024449783
3663,2.46,35.73%,0.0036,0.005691751
3664,7.7,21.67%,0.0026,0.015681666
3665,3.43,12.59%,0.0028,0.008394856
3666,15.31,22.98%,0.0088,0.103767506
3667,4.89,10.18%,0.0083,0.036455243
3668,1.19,19.37%,0.008,0.007675976
3669,3.26,9.46%,0.0057,0.016824143
3670,23.19,0.96%,0.0067,0.153881419
3671,5.51,15.01%,0.0016,0.007492718
3672,17.13,9.26%,0.0052,0.080827562
3673,13.35,28.99%,0.0006,0.005687901
3674,12.31,30.34%,0.0045,0.038588157
3675,11.01,33.75%,0.0084,0.06127065
3676,9.76,0.95%,0.0039,0.037702392
3677,20.57,0.18%,0.0023,0.04722584
3678,22.33,27.36%,0.0071,0.115165635
3679,1.13,24.92%,0.0077,0.006532711
3680,9.92,6.06%,0.0083,0.077346438
3681,22.19,11.23%,0.0096,0.189101405
3682,2.31,36.87%,0.0011,0.001604133
3683,24.78,8.73%,0.002,0.045233412
3684,19.93,34.85%,0.0058,0.075309491
3685,2.55,19.60%,0.007,0.0143514
3686,14.33,4.30%,0.0089,0.122052909
3687,12.29,28.59%,0.0011,0.009653918
3688,5.66,28.34%,0.0062,0.025146927
3689,13.61,38.75%,0.006,0.05001675
3690,5.67,18.86%,0.0068,0.031284338
3691,23.78,6.90%,0.0096,0.212536128
3692,5.41,0.83%,0.0092,0.049358892
3693,12.41,21.62%,0.0029,0.028208178
3694,18.94,9.23%,0.0033,0.056733065
3695,23.93,17.08%,0.0093,0.184537631
3696,9.45,7.65%,0.0001,0.000872708
3697,3.15,32.40%,0.0052,0.01107288
3698,15,27.74%,0.0002,0.0021678
3699,20.82,11.58%,0.0034,0.06259075
3700,23.75,34.43%,0.008,0.124583
3701,24.23,29.35%,0.0086,0.147219057
3702,12.24,36.78%,0.0029,0.022440571
3703,1.24,2.91%,0.0016,0.001926266
3704,20.48,28.78%,0.0021,0.030630298
3705,7.19,33.26%,0.0015,0.007197909
3706,10.01,33.59%,0.009,0.059828769
3707,19.98,22.07%,0.0074,0.115221064
3708,22.72,37.82%,0.0017,0.024016403
3709,23.12,6.67%,0.0069,0.148887482
3710,14.58,22.47%,0.0081,0.091561379
3711,23.62,16.61%,0.0014,0.027575405
3712,17.1,13.57%,0.0016,0.023647248
3713,20.05,28.23%,0.0031,0.044608644
3714,0.99,3.59%,0.0083,0.00792201
3715,16.46,36.51%,0.0079,0.082558587
3716,1.33,6.74%,0.0025,0.003100895
3717,1.44,11.36%,0.0052,0.006637363
3718,4.79,36.12%,0.01,0.03059852
3719,13.7,2.49%,0.0068,0.090840316
3720,1.94,32.32%,0.0055,0.007221456
3721,4.38,39.90%,0.0054,0.014214852
3722,23.05,30.70%,0.0072,0.11501028
3723,15.05,37.14%,0.0025,0.023651075
3724,18.2,16.49%,0.0044,0.066874808
3725,17.74,7.87%,0.0088,0.143825986
3726,19.75,39.12%,0.0016,0.01923808
3727,6.83,27.49%,0.0071,0.035162274
3728,0.68,17.52%,0.01,0.00560864
3729,8.86,28.10%,0.0078,0.049688652
3730,3.6,5.01%,0.0088,0.030092832
3731,1.4,23.21%,0.0071,0.007632926
3732,14.03,11.71%,0.0014,0.017341922
3733,17.76,39.53%,0.0068,0.07302841
3734,6.28,34.50%,0.0024,0.00987216
3735,19.92,25.27%,0.0072,0.107180755
3736,20.17,35.50%,0.0098,0.12749457
3737,7.17,31.93%,0.0031,0.015129919
3738,8.91,25.77%,0.0057,0.03769919
3739,8.73,23.41%,0.0067,0.044798257
3740,13.69,12.28%,0.0085,0.102075378
3741,3.04,8.45%,0.0047,0.013080664
3742,19.79,9.49%,0.0047,0.084186066
3743,18.06,0.76%,0.0016,0.02867639
3744,8.62,9.02%,0.0027,0.021174685
3745,18.57,1.05%,0.0078,0.143325117
3746,0.6,25.01%,0.0017,0.000764898
3747,22.29,5.94%,0.0037,0.077574104
3748,7.98,15.17%,0.0008,0.005415547
3749,10.88,26.52%,0.0068,0.054363443
3750,2.8,38.53%,0.0082,0.014113512
3751,1.25,20.67%,0.0024,0.0023799
3752,19.98,0.15%,0.0076,0.151620228
3753,7.75,22.57%,0.0013,0.007801073
3754,7.99,35.80%,0.009,0.04616622
3755,6.46,2.39%,0.0017,0.01071953
3756,5.78,30.81%,0.0098,0.039191984
3757,24.32,17.99%,0.0045,0.089751744
3758,20.48,33.70%,0.0075,0.1018368
3759,10.31,21.07%,0.0041,0.0333645
3760,19.85,27.72%,0.0001,0.001434758
3761,4.41,21.77%,0.0039,0.013454778
3762,9.86,14.98%,0.0096,0.080476531
3763,1.5,13.64%,0.0022,0.00284988
3764,0.7,6.98%,0.0024,0.001562736
3765,17.77,36.26%,0.0023,0.026051175
3766,4.16,1.81%,0.0054,0.022057402
3767,8.73,27.18%,0.002,0.012714372
3768,5.25,16.07%,0.0027,0.011897078
3769,12.97,39.69%,0.0044,0.034417711
3770,23.38,27.67%,0.0079,0.133594957
3771,1.99,25.59%,0.0022,0.00325767
3772,10.33,2.02%,0.0058,0.058703737
3773,11.08,12.14%,0.0081,0.078852593
3774,2.9,26.74%,0.0079,0.016783866
3775,10.25,15.20%,0.0074,0.0643208
3776,13.67,1.29%,0.0001,0.001349366
3777,5.75,16.08%,0.0069,0.03329526
3778,17.95,25.78%,0.0067,0.089260683
3779,20.53,24.01%,0.0008,0.012480598
3780,14.75,1.04%,0.0037,0.05400742
3781,21.01,29.34%,0.0055,0.081651163
3782,12.73,22.28%,0.0054,0.053426282
3783,23.75,8.44%,0.0018,0.0391419
3784,14.52,9.63%,0.0095,0.124656378
3785,2.38,36.84%,0.0043,0.006463794
3786,5.88,33.82%,0.0046,0.017900366
3787,12.62,4.21%,0.0083,0.100336193
3788,16.32,26.93%,0.0081,0.096592694
3789,14.98,30.25%,0.0062,0.06478101
3790,19.54,31.54%,0.0059,0.078924796
3791,11.65,10.64%,0.0002,0.002082088
3792,3.69,19.54%,0.0017,0.005047256
3793,12.91,35.83%,0.0055,0.045563909
3794,24.74,33.64%,0.0061,0.10014653
3795,9.17,5.56%,0.0096,0.083137421
3796,15.61,17.07%,0.0004,0.005178149
3797,21.19,12.26%,0.0021,0.039043423
3798,5.92,38.26%,0.0014,0.005117011
3799,15.95,8.34%,0.0088,0.128653976
3800,17.24,14.69%,0.0032,0.047063821
3801,5.99,14.99%,0.0076,0.038699952
3802,24.34,16.63%,0.0053,0.107548967
3803,6.04,24.67%,0.0096,0.043679347
3804,15.4,34.31%,0.0033,0.033383658
3805,15.76,37.48%,0.0086,0.084737107
3806,7.7,20.71%,0.0034,0.020758122
3807,10.76,27.52%,0.0091,0.070969517
3808,21.91,25.26%,0.0098,0.160480233
3809,13.09,34.50%,0.0063,0.054015885
3810,15.65,4.85%,0.0076,0.11317141
3811,5.51,11.01%,0.0017,0.008335693
3812,8.02,29.15%,0.0071,0.040343407
3813,18.13,17.72%,0.0034,0.050719038
3814,11.46,36.11%,0.0089,0.065163967
3815,20.22,19.00%,0.005,0.081891
3816,2.83,7.29%,0.0066,0.017316374
3817,8.35,14.81%,0.0081,0.057618257
3818,5.14,5.94%,0.001,0.004834684
3819,11.12,35.68%,0.0085,0.060795264
3820,16.14,36.81%,0.006,0.061193196
3821,11.6,19.22%,0.0047,0.044041256
3822,3.31,25.60%,0.0061,0.015022104
3823,24.77,15.97%,0.0003,0.006244269
3824,14.17,22.26%,0.0014,0.015422061
3825,9.71,29.39%,0.0046,0.031538663
3826,7.4,7.08%,0.0007,0.004813256
3827,12.45,0.01%,0.0053,0.065978402
3828,22.26,39.95%,0.0034,0.045448242
3829,9.82,27.70%,0.0029,0.020589594
3830,20.67,23.63%,0.0008,0.012628543
3831,2.66,8.78%,0.0036,0.008735227
3832,24.87,23.14%,0.0059,0.112778984
3833,17.1,37.79%,0.0038,0.040424058
3834,0.48,15.05%,0.0009,0.000366984
3835,21.83,37.79%,0.0071,0.096421145
3836,0.6,16.00%,0.0011,0.0005544
3837,12.78,23.12%,0.0096,0.094322534
3838,3.89,17.92%,0.0087,0.027778334
3839,8.95,28.48%,0.0052,0.033285408
3840,8.19,18.27%,0.0048,0.032129698
3841,3.31,21.31%,0.0005,0.00130232
3842,18.29,21.54%,0.0025,0.035875835
3843,0.92,4.59%,0.0074,0.006495513
3844,21.92,22.55%,0.0028,0.047535712
3845,14.75,16.19%,0.0048,0.05933748
3846,6.67,35.40%,0.0091,0.039210262
3847,4.56,34.82%,0.0056,0.016644365
3848,22.69,35.44%,0.0048,0.070313587
3849,12.7,19.58%,0.0033,0.033704022
3850,5.73,38.91%,0.0089,0.031154067
3851,9.33,25.91%,0.0045,0.031106687
3852,8.26,27.11%,0.0015,0.009031071
3853,22.64,31.17%,0.0089,0.138689697
3854,5.47,25.46%,0.0054,0.022017625
3855,12.58,18.45%,0.0056,0.057450344
3856,23.52,22.77%,0.0005,0.009082248
3857,18.81,3.26%,0.0096,0.174689222
3858,9.1,20.36%,0.0079,0.057253196
3859,10.68,36.87%,0.0002,0.001348457
3860,23.24,11.18%,0.0082,0.169262498
3861,17.62,35.63%,0.0019,0.021549789
3862,3.41,10.84%,0.0003,0.000912107
3863,1.58,29.94%,0.0058,0.006420298
3864,2.38,1.94%,0.0049,0.011435757
3865,18.02,21.67%,0.0034,0.047991224
3866,10.13,6.41%,0.002,0.018961334
3867,1.94,15.18%,0.0057,0.009379396
3868,22.86,36.47%,0.0035,0.050830353
3869,19.06,26.57%,0.001,0.013995758
3870,22.42,31.45%,0.0034,0.052254294
3871,10.06,27.89%,0.0021,0.015233959
3872,8.54,26.31%,0.0055,0.034612193
3873,11.09,35.61%,0.0033,0.023564808
3874,5.31,5.77%,0.0023,0.01150831
3875,0.37,34.44%,0.0039,0.000946031
3876,17.92,38.57%,0.009,0.099074304
3877,23.28,1.83%,0.0055,0.125696868
3878,16.05,12.83%,0.001,0.013990785
3879,2.54,20.95%,0.0017,0.003413379
3880,15,13.74%,0.0005,0.0064695
3881,8.91,17.46%,0.0066,0.048538472
3882,20.32,16.96%,0.0049,0.082681267
3883,21.2,30.98%,0.0036,0.052676064
3884,17.2,21.43%,0.009,0.12162636
3885,11.74,9.85%,0.0074,0.078318714
3886,22.81,29.41%,0.0036,0.057965684
3887,11.99,28.86%,0.0037,0.031559838
3888,4.16,23.59%,0.0034,0.01080743
3889,7.24,37.75%,0.0042,0.01892898
3890,22.57,29.33%,0.0007,0.011165153
3891,0.27,22.39%,0.0009,0.000188592
3892,0.54,27.33%,0.0085,0.003335553
3893,19.01,35.05%,0.0076,0.093837162
3894,19.22,10.36%,0.0012,0.02067457
3895,5.92,23.05%,0.0082,0.037354608
3896,9.22,34.01%,0.0057,0.034680385
3897,13.36,11.35%,0.0076,0.090011664
3898,19.04,33.89%,0.0083,0.104474955
3899,9.45,23.31%,0.0088,0.063775404
3900,8.96,25.72%,0.0039,0.025956403
3901,11.37,21.39%,0.0097,0.086698183
3902,16.97,27.49%,0.0028,0.034453852
3903,20.7,29.70%,0.008,0.1164168
3904,0.67,32.09%,0.01,0.00454997
3905,11.29,30.13%,0.0094,0.074150236
3906,1.73,32.00%,0.0086,0.01011704
3907,1.57,37.29%,0.0017,0.00167373
3908,4.39,20.34%,0.0039,0.013638589
3909,20.27,15.16%,0.0098,0.168531266
3910,2.83,36.46%,0.0084,0.015104729
3911,10.24,36.89%,0.0065,0.042006016
3912,1.42,11.31%,0.0039,0.004911652
3913,13.23,22.58%,0.0064,0.065553062
3914,12.46,20.29%,0.0012,0.011918239
3915,10.86,10.43%,0.0095,0.092409369
3916,2.95,38.48%,0.0019,0.003448196
3917,1.34,21.49%,0.0011,0.001157237
3918,1.13,27.91%,0.0022,0.001792157
3919,21.07,4.65%,0.0073,0.146658789
3920,9.8,21.77%,0.0022,0.016866388
3921,2.25,21.84%,0.0014,0.00246204
3922,11.24,23.83%,0.004,0.034246032
3923,13.8,10.52%,0.0056,0.069150144
3924,9.39,13.23%,0.0042,0.034220353
3925,20.86,22.20%,0.0072,0.116849376
3926,9.86,39.64%,0.0046,0.027376882
3927,7.09,23.52%,0.0066,0.035788051
3928,16.95,22.74%,0.0041,0.053691837
3929,13.52,20.79%,0.0063,0.06746791
3930,3.12,9.10%,0.0091,0.025808328
3931,4.61,33.31%,0.0014,0.004304173
3932,24.38,0.66%,0.0064,0.155002189
3933,4.37,31.35%,0.003,0.009000015
3934,15.74,34.93%,0.0049,0.050185888
3935,20.91,11.20%,0.002,0.03713616
3936,5.24,13.18%,0.0065,0.029570892
3937,22,37.63%,0.0032,0.04390848
3938,11.78,19.87%,0.0006,0.005663588
3939,7.92,39.79%,0.0092,0.043871414
3940,21.8,32.67%,0.0005,0.00733897
3941,5.31,22.64%,0.0034,0.013966574
3942,21.42,3.80%,0.0004,0.008242416
3943,24.33,9.48%,0.009,0.198211644
3944,24.67,2.16%,0.0015,0.036205692
3945,18.86,32.14%,0.0067,0.085749253
3946,22.64,13.46%,0.0015,0.029388984
3947,22.9,12.96%,0.0068,0.135538688
3948,6.12,2.21%,0.0028,0.016757294
3949,22.62,32.74%,0.0027,0.041078372
3950,20.52,25.49%,0.0009,0.013760507
3951,4.39,38.79%,0.0086,0.023109223
3952,0.38,32.54%,0.0048,0.00123047
3953,24.51,4.65%,0.0005,0.011685143
3954,16.3,18.99%,0.0014,0.018486482
3955,17.23,21.71%,0.0007,0.009442557
3956,1.07,6.04%,0.0068,0.00683653
3957,13.56,9.36%,0.0086,0.105700742
3958,8.16,26.55%,0.0098,0.058736496
3959,18.77,19.32%,0.0084,0.127206542
3960,21.14,16.03%,0.0053,0.094081667
3961,9.47,24.53%,0.0027,0.019296924
3962,4.46,25.09%,0.0091,0.030402973
3963,2.43,29.14%,0.0051,0.00878168
3964,11.03,5.75%,0.0095,0.098759863
3965,11.69,2.52%,0.0028,0.031907154
3966,24.09,12.75%,0.0048,0.10088892
3967,4.66,14.75%,0.0036,0.01430154
3968,15.89,0.38%,0.0024,0.037991083
3969,0.69,22.90%,0.0061,0.003245139
3970,15.64,3.78%,0.0035,0.052670828
3971,12.09,35.35%,0.0076,0.059403006
3972,6.16,7.39%,0.0016,0.009127642
3973,10.53,11.71%,0.0008,0.00743755
3974,0.35,15.31%,0.0038,0.001126377
3975,20.06,22.89%,0.0039,0.060326237
3976,20.91,3.46%,0.0051,0.102951221
3977,14.89,6.00%,0.0046,0.06438436
3978,24.12,30.30%,0.0015,0.02521746
3979,21.79,5.89%,0.0096,0.196863062
3980,4.54,11.59%,0.001,0.004013814
3981,14.24,35.54%,0.0081,0.074350742
3982,21.45,9.60%,0.0012,0.02326896
3983,18.27,31.74%,0.0092,0.114734138
3984,20.69,32.81%,0.0077,0.107042405
3985,1.41,16.26%,0.004,0.004722936
3986,11.61,29.13%,0.0026,0.021392818
3987,12.19,1.51%,0.0065,0.078038552
3988,6.34,29.86%,0.0021,0.00933844
3989,2.38,12.22%,0.0057,0.011908235
3990,18.62,16.80%,0.0002,0.003098368
3991,8.29,2.28%,0.0096,0.077769485
3992,15.63,0.66%,0.0018,0.027948316
3993,3.77,26.08%,0.0088,0.024523699
3994,18.97,21.57%,0.0033,0.049097964
3995,3.99,1.05%,0.0085,0.033558893
3996,22.76,31.14%,0.0059,0.092467962
3997,1.18,6.32%,0.0056,0.006190374
3998,18.84,8.96%,0.0065,0.111487584
3999,24.05,20.80%,0.0016,0.03047616
4000,22.39,9.57%,0.0051,0.103261113
4001,17.62,33.30%,0.0057,0.066989478
4002,5.21,12.11%,0.0068,0.031137669
4003,10.92,10.58%,0.0051,0.049799786
4004,18.06,19.78%,0.0017,0.024629144
4005,1.72,2.21%,0.0042,0.00706435
4006,14.26,9.75%,0.0029,0.037321985
4007,23.12,25.98%,0.0078,0.133484707
4008,11.32,30.53%,0.0098,0.077067239
4009,0.49,1.82%,0.0015,0.000721623
4010,1.68,39.98%,0.0032,0.003226675
4011,12.3,6.31%,0.0082,0.094495734
4012,0.35,12.93%,0.0012,0.000365694
4013,6.03,36.53%,0.0062,0.023728894
4014,17.51,6.76%,0.0098,0.159997975
4015,15.7,34.41%,0.0008,0.008238104
4016,18.43,22.12%,0.0015,0.021529926
4017,20.92,19.80%,0.0011,0.018455624
4018,6.09,24.62%,0.0097,0.044529227
4019,9,28.50%,0.0064,0.041184
4020,14.4,35.52%,0.0024,0.022284288
4021,20.61,37.02%,0.0044,0.057112783
4022,0.45,16.13%,0.0094,0.003547701
4023,21.99,13.56%,0.0077,0.146362801
4024,7.18,33.32%,0.007,0.033513368
4025,16.11,27.14%,0.0079,0.092728193
4026,3.31,10.65%,0.002,0.00591497
4027,16.96,4.01%,0.0021,0.034187798
4028,10.07,34.64%,0.0097,0.063842994
4029,20.58,7.66%,0.0019,0.036106787
4030,10.5,7.68%,0.0096,0.09305856
4031,21.91,32.35%,0.0069,0.102272594
4032,2.14,1.44%,0.0038,0.008014899
4033,12.08,28.72%,0.0031,0.026692934
4034,16.21,19.74%,0.0046,0.059846672
4035,8.12,36.20%,0.0017,0.008806952
4036,15.48,38.32%,0.0031,0.029598998
4037,22,6.62%,0.0031,0.06368516
4038,19.93,21.78%,0.0032,0.049885587
4039,14.22,9.00%,0.0091,0.11775582
4040,13.66,10.51%,0.009,0.110019006
4041,12.72,7.21%,0.0091,0.107406281
4042,13.34,34.27%,0.0032,0.028058822
4043,17.09,31.56%,0.0063,0.073687295
4044,2.78,27.30%,0.0007,0.001414742
4045,20.68,15.10%,0.0033,0.057939156
4046,3.9,32.19%,0.0005,0.001322295
4047,11.57,2.78%,0.0058,0.065240453
4048,12.59,21.67%,0.0039,0.038460813
4049,17.36,14.03%,0.0068,0.101485866
4050,17.91,26.62%,0.0084,0.110395807
4051,22.71,4.74%,0.0007,0.015143482
4052,15.8,17.41%,0.0057,0.074380554
4053,7.63,9.91%,0.0012,0.00824864
4054,10.93,36.13%,0.002,0.013961982
4055,9.83,37.24%,0.0039,0.024060301
4056,18.61,34.57%,0.0083,0.101065141
4057,10.1,21.53%,0.0061,0.048345367
4058,10.44,9.86%,0.0048,0.045170957
4059,13.35,17.44%,0.0023,0.025350048
4060,13.09,19.49%,0.0055,0.057963175
4061,10.02,37.09%,0.0067,0.042233999
4062,3.1,15.95%,0.0053,0.013809415
4063,11.8,37.12%,0.0005,0.00370992
4064,12.59,32.21%,0.0076,0.064864184
4065,20.03,23.90%,0.0034,0.051825622
4066,21.61,9.51%,0.0008,0.015643911
4067,3.9,26.25%,0.0025,0.007190625
4068,14.34,34.53%,0.0054,0.050697349
